District,Type,2005,2010,2038,2050
2600_2600_xxx,Rural,0,0,0,0
2600_2600_xxx,Town,0,0,0,0
2601_2601_xxx,Metropolitan,700,700,700,700
2601_2601_xxx,Rural,0,0,0,0
2601_2601_xxx,Town,0,0,0,0
2602_2602_xxx,Metropolitan,54.4,54.4,54.4,54.4
2602_2602_xxx,Rural,0,0,0,0
2602_2602_xxx,Town,0,0,0,0
2603_2603_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
2603_2603_xxx,Rural,0,0,0,0
2603_2603_xxx,Town,0,0,0,0
2604_2604_xxx,Metropolitan,700,700,700,700
2604_2604_xxx,Rural,0,0,0,0
2604_2604_xxx,Town,0,0,0,0
2605_2605_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
2605_2605_xxx,Rural,0,0,0,0
2605_2605_xxx,Town,0,0,0,0
2606_2606_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
2606_2606_xxx,Rural,0,0,0,0
2606_2606_xxx,Town,0,0,0,0
2607_2607_xxx,Metropolitan,700,700,700,700
2607_2607_xxx,Rural,0,0,0,0
2607_2607_xxx,Town,0,0,0,0
2608_2608_xxx,Metropolitan,637.29,637.29,649.57,649.57
2608_2608_xxx,Rural,0,0,0,0
2608_2608_xxx,Town,0,0,0,0
2609_2609_xxx,Metropolitan,45.93,45.93,33.66,33.66
2609_2609_xxx,Rural,0,0,0,0
2609_2609_xxx,Town,0,0,0,0
261_261_xxx,Metropolitan,700,700,700,700
261_261_xxx,Rural,0,0,0,0
261_261_xxx,Town,0,0,0,0
2610_2610_xxx,Metropolitan,700,700,700,700
2610_2610_xxx,Rural,0,0,0,0
2610_2610_xxx,Town,0,0,0,0
2611_2611_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
2611_2611_xxx,Rural,0,0,0,0
2611_2611_xxx,Town,0,0,0,0
2612_2612_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
2612_2612_xxx,Rural,0,0,0,0
2612_2612_xxx,Town,0,0,0,0
2613_2613_xxx,Metropolitan,700,700,700,700
2613_2613_xxx,Rural,0,0,0,0
2613_2613_xxx,Town,0,0,0,0
2614_2614_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
2614_2614_xxx,Rural,0,0,0,0
2614_2614_xxx,Town,0,0,0,0
2615_2615_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
2615_2615_xxx,Rural,0,0,0,0
2615_2615_xxx,Town,0,0,0,0
2616_2616_xxx,Metropolitan,700,700,700,700
2616_2616_xxx,Rural,0,0,0,0
2616_2616_xxx,Town,0,0,0,0
2617_2617_xxx,Metropolitan,869.6,869.6,869.6,869.6
2617_2617_xxx,Rural,0,0,0,0
2617_2617_xxx,Town,0,0,0,0
2618_2618_xxx,Metropolitan,700,700,700,700
2618_2618_xxx,Rural,0,0,0,0
2618_2618_xxx,Town,0,0,0,0
2619_2619_xxx,Metropolitan,700,700,700,700
2619_2619_xxx,Rural,0,0,0,0
2619_2619_xxx,Town,0,0,0,0
262_262_xxx,Metropolitan,54.4,54.4,54.4,54.4
262_262_xxx,Rural,0,0,0,0
262_262_xxx,Town,0,0,0,0
2620_2620_xxx,Metropolitan,859.56,859.56,859.56,859.56
2620_2620_xxx,Rural,0,0,0,0
2620_2620_xxx,Town,0,0,0,0
2621_2621_xxx,Metropolitan,700,700,700,700
2621_2621_xxx,Rural,0,0,0,0
2621_2621_xxx,Town,0,0,0,0
2622_2622_xxx,Metropolitan,700,700,700,700
2622_2622_xxx,Rural,0,0,0,0
2622_2622_xxx,Town,0,0,0,0
2623_2623_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
2623_2623_xxx,Rural,0,0,0,0
2623_2623_xxx,Town,0,0,0,0
2624_2624_xxx,Metropolitan,403.32,403.32,700,700
2624_2624_xxx,Rural,0,0,0,0
2624_2624_xxx,Town,0,0,0,0
2625_2625_xxx,Metropolitan,700,700,700,700
2625_2625_xxx,Rural,0,0,0,0
2625_2625_xxx,Town,0,0,0,0
2626_2626_xxx,Metropolitan,640.79,640.79,640.79,640.79
2626_2626_xxx,Rural,0,0,0,0
2626_2626_xxx,Town,0,0,0,0
2627_2627_xxx,Metropolitan,700,700,700,700
2627_2627_xxx,Rural,0,0,0,0
2627_2627_xxx,Town,0,0,0,0
2628_2628_xxx,Metropolitan,700,700,700,700
2628_2628_xxx,Rural,0,0,0,0
2628_2628_xxx,Town,0,0,0,0
2629_2629_xxx,Metropolitan,784.62,784.62,784.62,784.62
2629_2629_xxx,Rural,0,0,0,0
2629_2629_xxx,Town,0,0,0,0
263_263_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
263_263_xxx,Rural,0,0,0,0
263_263_xxx,Town,0,0,0,0
2630_2630_xxx,Metropolitan,3225.18,3225.18,3225.18,3225.18
2630_2630_xxx,Rural,0,0,0,0
2630_2630_xxx,Town,0,0,0,0
2631_2631_xxx,Metropolitan,700,700,700,700
2631_2631_xxx,Rural,0,0,0,0
2631_2631_xxx,Town,0,0,0,0
2632_2632_xxx,Metropolitan,963.7682601,963.7682601,1138.83,1138.83
2632_2632_xxx,Rural,0,0,0,0
2632_2632_xxx,Town,0,0,0,0
2633_2633_xxx,Metropolitan,175.0569068,175.0569068,700,700
2633_2633_xxx,Rural,0,0,0,0
2633_2633_xxx,Town,0,0,0,0
2634_2634_xxx,Metropolitan,700,700,700,700
2634_2634_xxx,Rural,0,0,0,0
2634_2634_xxx,Town,0,0,0,0
2635_2635_xxx,Metropolitan,752.29,752.29,1254.43,1254.43
2635_2635_xxx,Rural,0,0,0,0
2635_2635_xxx,Town,0,0,0,0
2636_2636_xxx,Metropolitan,4971.97,4971.97,4469.84,4469.84
2636_2636_xxx,Rural,0,0,0,0
2636_2636_xxx,Town,0,0,0,0
2637_2637_xxx,Metropolitan,700,700,700,700
2637_2637_xxx,Rural,0,0,0,0
2637_2637_xxx,Town,0,0,0,0
2638_2638_xxx,Metropolitan,1934.24,1934.24,2361.12,2361.12
2638_2638_xxx,Rural,0,0,0,0
2638_2638_xxx,Town,0,0,0,0
2639_2639_xxx,Metropolitan,9725.79,9725.79,9298.91,9298.91
2639_2639_xxx,Rural,0,0,0,0
2639_2639_xxx,Town,0,0,0,0
264_264_xxx,Metropolitan,700,700,700,700
264_264_xxx,Rural,0,0,0,0
264_264_xxx,Town,0,0,0,0
2640_2640_xxx,Metropolitan,700,700,700,700
2640_2640_xxx,Rural,0,0,0,0
2640_2640_xxx,Town,0,0,0,0
2641_2641_xxx,Metropolitan,678.56,678.56,678.56,678.56
2641_2641_xxx,Rural,0,0,0,0
2641_2641_xxx,Town,0,0,0,0
2642_2642_xxx,Metropolitan,700,700,700,700
2642_2642_xxx,Rural,0,0,0,0
2642_2642_xxx,Town,0,0,0,0
2643_2643_xxx,Metropolitan,700,700,700,700
2643_2643_xxx,Rural,0,0,0,0
2643_2643_xxx,Town,0,0,0,0
2644_2644_xxx,Metropolitan,530.8,530.8,660.14,660.14
2644_2644_xxx,Rural,0,0,0,0
2644_2644_xxx,Town,0,0,0,0
2645_2645_xxx,Metropolitan,367.15,367.15,237.81,237.81
2645_2645_xxx,Rural,0,0,0,0
2645_2645_xxx,Town,0,0,0,0
2646_2646_xxx,Metropolitan,700,700,700,700
2646_2646_xxx,Rural,0,0,0,0
2646_2646_xxx,Town,0,0,0,0
2647_2647_xxx,Metropolitan,667.73,667.73,667.73,667.73
2647_2647_xxx,Rural,0,0,0,0
2647_2647_xxx,Town,0,0,0,0
2648_2648_xxx,Metropolitan,700,700,700,700
2648_2648_xxx,Rural,0,0,0,0
2648_2648_xxx,Town,0,0,0,0
2649_2649_xxx,Metropolitan,700,700,700,700
2649_2649_xxx,Rural,0,0,0,0
2649_2649_xxx,Town,0,0,0,0
265_265_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
265_265_xxx,Rural,0,0,0,0
265_265_xxx,Town,0,0,0,0
2650_2650_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
2650_2650_xxx,Rural,0,0,0,0
2650_2650_xxx,Town,0,0,0,0
2651_2651_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
2651_2651_xxx,Rural,0,0,0,0
2651_2651_xxx,Town,0,0,0,0
2652_2652_xxx,Metropolitan,700,700,700,700
2652_2652_xxx,Rural,0,0,0,0
2652_2652_xxx,Town,0,0,0,0
2653_2653_xxx,Metropolitan,611.58,611.58,611.58,611.58
2653_2653_xxx,Rural,0,0,0,0
2653_2653_xxx,Town,0,0,0,0
2654_2654_xxx,Metropolitan,700,700,700,700
2654_2654_xxx,Rural,0,0,0,0
2654_2654_xxx,Town,0,0,0,0
2655_2655_xxx,Metropolitan,700,700,700,700
2655_2655_xxx,Rural,0,0,0,0
2655_2655_xxx,Town,0,0,0,0
2656_2656_xxx,Metropolitan,700,700,1951.19,1951.19
2656_2656_xxx,Rural,0,0,0,0
2656_2656_xxx,Town,0,0,0,0
2657_2657_xxx,Metropolitan,3967.49,3967.49,2016.31,2016.31
2657_2657_xxx,Rural,0,0,0,0
2657_2657_xxx,Town,0,0,0,0
2658_2658_xxx,Metropolitan,700,700,700,700
2658_2658_xxx,Rural,0,0,0,0
2658_2658_xxx,Town,0,0,0,0
2659_2659_xxx,Metropolitan,700,700,700,700
2659_2659_xxx,Rural,0,0,0,0
2659_2659_xxx,Town,0,0,0,0
266_266_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
266_266_xxx,Rural,0,0,0,0
266_266_xxx,Town,0,0,0,0
2660_2660_xxx,Metropolitan,6291.35,6291.35,6291.35,6291.35
2660_2660_xxx,Rural,0,0,0,0
2660_2660_xxx,Town,0,0,0,0
2661_2661_xxx,Metropolitan,700,700,700,700
2661_2661_xxx,Rural,0,0,0,0
2661_2661_xxx,Town,0,0,0,0
2662_2662_xxx,Metropolitan,298.27,298.27,298.27,298.27
2662_2662_xxx,Rural,0,0,0,0
2662_2662_xxx,Town,0,0,0,0
2663_2663_xxx,Metropolitan,5220.14,5220.14,5220.14,5220.14
2663_2663_xxx,Rural,0,0,0,0
2663_2663_xxx,Town,0,0,0,0
2664_2664_xxx,Metropolitan,700,700,700,700
2664_2664_xxx,Rural,0,0,0,0
2664_2664_xxx,Town,0,0,0,0
2665_2665_xxx,Metropolitan,991.45,991.45,1054.81,1054.81
2665_2665_xxx,Rural,0,0,0,0
2665_2665_xxx,Town,0,0,0,0
2666_2666_xxx,Metropolitan,285.87,285.87,222.51,222.51
2666_2666_xxx,Rural,0,0,0,0
2666_2666_xxx,Town,0,0,0,0
2667_2667_xxx,Metropolitan,700,700,700,700
2667_2667_xxx,Rural,0,0,0,0
2667_2667_xxx,Town,0,0,0,0
2668_2668_xxx,Metropolitan,576.41,576.41,576.41,576.41
2668_2668_xxx,Rural,0,0,0,0
2668_2668_xxx,Town,0,0,0,0
2669_2669_xxx,Metropolitan,700,700,700,700
2669_2669_xxx,Rural,0,0,0,0
2669_2669_xxx,Town,0,0,0,0
267_267_xxx,Metropolitan,700,700,700,700
267_267_xxx,Rural,0,0,0,0
267_267_xxx,Town,0,0,0,0
2670_2670_xxx,Metropolitan,700,700,700,700
2670_2670_xxx,Rural,0,0,0,0
2670_2670_xxx,Town,0,0,0,0
2671_2671_xxx,Metropolitan,700,700,700,700
2671_2671_xxx,Rural,0,0,0,0
2671_2671_xxx,Town,0,0,0,0
2672_2672_xxx,Metropolitan,11129.08,11129.08,11129.08,11129.08
2672_2672_xxx,Rural,0,0,0,0
2672_2672_xxx,Town,0,0,0,0
2673_2673_xxx,Metropolitan,700,700,700,700
2673_2673_xxx,Rural,0,0,0,0
2673_2673_xxx,Town,0,0,0,0
2674_2674_xxx,Metropolitan,700,700,700,700
2674_2674_xxx,Rural,0,0,0,0
2674_2674_xxx,Town,0,0,0,0
2675_2675_xxx,Metropolitan,6352.21,6352.21,6352.21,6352.21
2675_2675_xxx,Rural,0,0,0,0
2675_2675_xxx,Town,0,0,0,0
2676_2676_xxx,Metropolitan,700,700,700,700
2676_2676_xxx,Rural,0,0,0,0
2676_2676_xxx,Town,0,0,0,0
2677_2677_xxx,Metropolitan,700,700,281.15,281.15
2677_2677_xxx,Rural,0,0,0,0
2677_2677_xxx,Town,0,0,0,0
2678_2678_xxx,Metropolitan,20588.14,20588.14,20306.99,20306.99
2678_2678_xxx,Rural,0,0,0,0
2678_2678_xxx,Town,0,0,0,0
2679_2679_xxx,Metropolitan,700,700,700,700
2679_2679_xxx,Rural,0,0,0,0
2679_2679_xxx,Town,0,0,0,0
268_268_xxx,Metropolitan,637.29,637.29,649.57,649.57
268_268_xxx,Rural,0,0,0,0
268_268_xxx,Town,0,0,0,0
2680_2680_xxx,Metropolitan,669.62,669.62,669.62,669.62
2680_2680_xxx,Rural,0,0,0,0
2680_2680_xxx,Town,0,0,0,0
2681_2681_xxx,Metropolitan,2260.13,2260.13,2260.13,2260.13
2681_2681_xxx,Rural,0,0,0,0
2681_2681_xxx,Town,0,0,0,0
2682_2682_xxx,Metropolitan,700,700,700,700
2682_2682_xxx,Rural,0,0,0,0
2682_2682_xxx,Town,0,0,0,0
2683_2683_xxx,Metropolitan,769.72,769.72,900.42,900.42
2683_2683_xxx,Rural,0,0,0,0
2683_2683_xxx,Town,0,0,0,0
2684_2684_xxx,Metropolitan,1824.78,1824.78,1694.08,1694.08
2684_2684_xxx,Rural,0,0,0,0
2684_2684_xxx,Town,0,0,0,0
2685_2685_xxx,Metropolitan,700,700,700,700
2685_2685_xxx,Rural,0,0,0,0
2685_2685_xxx,Town,0,0,0,0
2686_2686_xxx,Metropolitan,646.33,646.33,646.33,646.33
2686_2686_xxx,Rural,0,0,0,0
2686_2686_xxx,Town,0,0,0,0
2687_2687_xxx,Metropolitan,700,700,700,700
2687_2687_xxx,Rural,0,0,0,0
2687_2687_xxx,Town,0,0,0,0
2688_2688_xxx,Metropolitan,700,700,700,700
2688_2688_xxx,Rural,0,0,0,0
2688_2688_xxx,Town,0,0,0,0
2689_2689_xxx,Metropolitan,830.8680548,830.8680548,830.8680548,830.8680548
2689_2689_xxx,Rural,0,0,0,0
2689_2689_xxx,Town,0,0,0,0
269_269_xxx,Metropolitan,45.93,45.93,33.66,33.66
269_269_xxx,Rural,0,0,0,0
269_269_xxx,Town,0,0,0,0
2690_2690_xxx,Metropolitan,59.26775554,59.26775554,59.26775554,59.26775554
2690_2690_xxx,Rural,0,0,0,0
2690_2690_xxx,Town,0,0,0,0
2691_2691_xxx,Metropolitan,700,700,700,700
2691_2691_xxx,Rural,0,0,0,0
2691_2691_xxx,Town,0,0,0,0
2692_2692_xxx,Metropolitan,742.25,742.25,840.17,840.17
2692_2692_xxx,Rural,0,0,0,0
2692_2692_xxx,Town,0,0,0,0
2693_2693_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
2693_2693_xxx,Rural,0,0,0,0
2693_2693_xxx,Town,0,0,0,0
2694_2694_xxx,Metropolitan,700,700,700,700
2694_2694_xxx,Rural,0,0,0,0
2694_2694_xxx,Town,0,0,0,0
2695_2695_xxx,Metropolitan,676.09,676.09,676.09,676.09
2695_2695_xxx,Rural,0,0,0,0
2695_2695_xxx,Town,0,0,0,0
2696_2696_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
2696_2696_xxx,Rural,0,0,0,0
2696_2696_xxx,Town,0,0,0,0
2697_2697_xxx,Metropolitan,700,700,700,700
2697_2697_xxx,Rural,0,0,0,0
2697_2697_xxx,Town,0,0,0,0
2698_2698_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
2698_2698_xxx,Rural,0,0,0,0
2698_2698_xxx,Town,0,0,0,0
2699_2699_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
2699_2699_xxx,Rural,0,0,0,0
2699_2699_xxx,Town,0,0,0,0
27_27_xxx,Metropolitan,700,700,700,700
27_27_xxx,Rural,0,0,0,0
27_27_xxx,Town,0,0,0,0
270_270_xxx,Metropolitan,700,700,700,700
270_270_xxx,Rural,0,0,0,0
270_270_xxx,Town,0,0,0,0
2700_2700_xxx,Metropolitan,700,700,700,700
2700_2700_xxx,Rural,0,0,0,0
2700_2700_xxx,Town,0,0,0,0
2701_2701_xxx,Metropolitan,395.96,395.96,536,536
2701_2701_xxx,Rural,0,0,0,0
2701_2701_xxx,Town,0,0,0,0
2702_2702_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
2702_2702_xxx,Rural,0,0,0,0
2702_2702_xxx,Town,0,0,0,0
2703_2703_xxx,Metropolitan,700,700,700,700
2703_2703_xxx,Rural,0,0,0,0
2703_2703_xxx,Town,0,0,0,0
2704_2704_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
2704_2704_xxx,Rural,0,0,0,0
2704_2704_xxx,Town,0,0,0,0
2705_2705_xxx,Metropolitan,172.9709032,172.9709032,700,700
2705_2705_xxx,Rural,0,0,0,0
2705_2705_xxx,Town,0,0,0,0
2706_2706_xxx,Metropolitan,700,700,700,700
2706_2706_xxx,Rural,0,0,0,0
2706_2706_xxx,Town,0,0,0,0
2707_2707_xxx,Metropolitan,700,700,1624.47,1624.47
2707_2707_xxx,Rural,0,0,0,0
2707_2707_xxx,Town,0,0,0,0
2708_2708_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
2708_2708_xxx,Rural,0,0,0,0
2708_2708_xxx,Town,0,0,0,0
2709_2709_xxx,Metropolitan,700,700,700,700
2709_2709_xxx,Rural,0,0,0,0
2709_2709_xxx,Town,0,0,0,0
271_271_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
271_271_xxx,Rural,0,0,0,0
271_271_xxx,Town,0,0,0,0
2710_2710_xxx,Metropolitan,965.38,965.38,932.84,932.84
2710_2710_xxx,Rural,0,0,0,0
2710_2710_xxx,Town,0,0,0,0
2711_2711_xxx,Metropolitan,1575.7,1575.7,1608.23,1608.23
2711_2711_xxx,Rural,0,0,0,0
2711_2711_xxx,Town,0,0,0,0
2712_2712_xxx,Metropolitan,700,700,700,700
2712_2712_xxx,Rural,0,0,0,0
2712_2712_xxx,Town,0,0,0,0
2713_2713_xxx,Metropolitan,1019.2,1019.2,1019.2,1019.2
2713_2713_xxx,Rural,0,0,0,0
2713_2713_xxx,Town,0,0,0,0
2714_2714_xxx,Metropolitan,2912.23,2912.23,2912.23,2912.23
2714_2714_xxx,Rural,0,0,0,0
2714_2714_xxx,Town,0,0,0,0
2715_2715_xxx,Metropolitan,700,700,700,700
2715_2715_xxx,Rural,0,0,0,0
2715_2715_xxx,Town,0,0,0,0
2716_2716_xxx,Metropolitan,1118.12,1118.12,1118.12,1118.12
2716_2716_xxx,Rural,0,0,0,0
2716_2716_xxx,Town,0,0,0,0
2717_2717_xxx,Metropolitan,335.76,335.76,335.76,335.76
2717_2717_xxx,Rural,0,0,0,0
2717_2717_xxx,Town,0,0,0,0
2718_2718_xxx,Metropolitan,700,700,700,700
2718_2718_xxx,Rural,0,0,0,0
2718_2718_xxx,Town,0,0,0,0
2719_2719_xxx,Metropolitan,54.4,54.4,54.4,54.4
2719_2719_xxx,Rural,0,0,0,0
2719_2719_xxx,Town,0,0,0,0
272_272_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
272_272_xxx,Rural,0,0,0,0
272_272_xxx,Town,0,0,0,0
2720_2720_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
2720_2720_xxx,Rural,0,0,0,0
2720_2720_xxx,Town,0,0,0,0
2721_2721_xxx,Metropolitan,700,700,700,700
2721_2721_xxx,Rural,0,0,0,0
2721_2721_xxx,Town,0,0,0,0
2722_2722_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
2722_2722_xxx,Rural,0,0,0,0
2722_2722_xxx,Town,0,0,0,0
2723_2723_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
2723_2723_xxx,Rural,0,0,0,0
2723_2723_xxx,Town,0,0,0,0
2724_2724_xxx,Metropolitan,700,700,700,700
2724_2724_xxx,Rural,0,0,0,0
2724_2724_xxx,Town,0,0,0,0
2725_2725_xxx,Metropolitan,637.29,637.29,649.57,649.57
2725_2725_xxx,Rural,0,0,0,0
2725_2725_xxx,Town,0,0,0,0
2726_2726_xxx,Metropolitan,45.93,45.93,33.66,33.66
2726_2726_xxx,Rural,0,0,0,0
2726_2726_xxx,Town,0,0,0,0
2727_2727_xxx,Metropolitan,700,700,700,700
2727_2727_xxx,Rural,0,0,0,0
2727_2727_xxx,Town,0,0,0,0
2728_2728_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
2728_2728_xxx,Rural,0,0,0,0
2728_2728_xxx,Town,0,0,0,0
2729_2729_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
2729_2729_xxx,Rural,0,0,0,0
2729_2729_xxx,Town,0,0,0,0
273_273_xxx,Metropolitan,700,700,700,700
273_273_xxx,Rural,0,0,0,0
273_273_xxx,Town,0,0,0,0
2730_2730_xxx,Metropolitan,700,700,700,700
2730_2730_xxx,Rural,0,0,0,0
2730_2730_xxx,Town,0,0,0,0
2731_2731_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
2731_2731_xxx,Rural,0,0,0,0
2731_2731_xxx,Town,0,0,0,0
2732_2732_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
2732_2732_xxx,Rural,0,0,0,0
2732_2732_xxx,Town,0,0,0,0
2733_2733_xxx,Metropolitan,700,700,700,700
2733_2733_xxx,Rural,0,0,0,0
2733_2733_xxx,Town,0,0,0,0
2734_2734_xxx,Metropolitan,869.6,869.6,869.6,869.6
2734_2734_xxx,Rural,0,0,0,0
2734_2734_xxx,Town,0,0,0,0
2735_2735_xxx,Metropolitan,700,700,700,700
2735_2735_xxx,Rural,0,0,0,0
2735_2735_xxx,Town,0,0,0,0
2736_2736_xxx,Metropolitan,700,700,700,700
2736_2736_xxx,Rural,0,0,0,0
2736_2736_xxx,Town,0,0,0,0
2737_2737_xxx,Metropolitan,859.56,859.56,859.56,859.56
2737_2737_xxx,Rural,0,0,0,0
2737_2737_xxx,Town,0,0,0,0
2738_2738_xxx,Metropolitan,700,700,700,700
2738_2738_xxx,Rural,0,0,0,0
2738_2738_xxx,Town,0,0,0,0
2739_2739_xxx,Metropolitan,700,700,700,700
2739_2739_xxx,Rural,0,0,0,0
2739_2739_xxx,Town,0,0,0,0
274_274_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
274_274_xxx,Rural,0,0,0,0
274_274_xxx,Town,0,0,0,0
2740_2740_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
2740_2740_xxx,Rural,0,0,0,0
2740_2740_xxx,Town,0,0,0,0
2741_2741_xxx,Metropolitan,403.32,403.32,700,700
2741_2741_xxx,Rural,0,0,0,0
2741_2741_xxx,Town,0,0,0,0
2742_2742_xxx,Metropolitan,700,700,700,700
2742_2742_xxx,Rural,0,0,0,0
2742_2742_xxx,Town,0,0,0,0
2743_2743_xxx,Metropolitan,640.79,640.79,640.79,640.79
2743_2743_xxx,Rural,0,0,0,0
2743_2743_xxx,Town,0,0,0,0
2744_2744_xxx,Metropolitan,700,700,700,700
2744_2744_xxx,Rural,0,0,0,0
2744_2744_xxx,Town,0,0,0,0
2745_2745_xxx,Metropolitan,700,700,700,700
2745_2745_xxx,Rural,0,0,0,0
2745_2745_xxx,Town,0,0,0,0
2746_2746_xxx,Metropolitan,784.62,784.62,784.62,784.62
2746_2746_xxx,Rural,0,0,0,0
2746_2746_xxx,Town,0,0,0,0
2747_2747_xxx,Metropolitan,3225.18,3225.18,3225.18,3225.18
2747_2747_xxx,Rural,0,0,0,0
2747_2747_xxx,Town,0,0,0,0
2748_2748_xxx,Metropolitan,700,700,700,700
2748_2748_xxx,Rural,0,0,0,0
2748_2748_xxx,Town,0,0,0,0
2749_2749_xxx,Metropolitan,963.7682601,963.7682601,1138.83,1138.83
2749_2749_xxx,Rural,0,0,0,0
2749_2749_xxx,Town,0,0,0,0
275_275_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
275_275_xxx,Rural,0,0,0,0
275_275_xxx,Town,0,0,0,0
2750_2750_xxx,Metropolitan,175.0569068,175.0569068,700,700
2750_2750_xxx,Rural,0,0,0,0
2750_2750_xxx,Town,0,0,0,0
2751_2751_xxx,Metropolitan,700,700,700,700
2751_2751_xxx,Rural,0,0,0,0
2751_2751_xxx,Town,0,0,0,0
2752_2752_xxx,Metropolitan,752.29,752.29,1254.43,1254.43
2752_2752_xxx,Rural,0,0,0,0
2752_2752_xxx,Town,0,0,0,0
2753_2753_xxx,Metropolitan,4971.97,4971.97,4469.84,4469.84
2753_2753_xxx,Rural,0,0,0,0
2753_2753_xxx,Town,0,0,0,0
2754_2754_xxx,Metropolitan,700,700,700,700
2754_2754_xxx,Rural,0,0,0,0
2754_2754_xxx,Town,0,0,0,0
2755_2755_xxx,Metropolitan,1934.24,1934.24,2361.12,2361.12
2755_2755_xxx,Rural,0,0,0,0
2755_2755_xxx,Town,0,0,0,0
2756_2756_xxx,Metropolitan,9725.79,9725.79,9298.91,9298.91
2756_2756_xxx,Rural,0,0,0,0
2756_2756_xxx,Town,0,0,0,0
2757_2757_xxx,Metropolitan,700,700,700,700
2757_2757_xxx,Rural,0,0,0,0
2757_2757_xxx,Town,0,0,0,0
2758_2758_xxx,Metropolitan,678.56,678.56,678.56,678.56
2758_2758_xxx,Rural,0,0,0,0
2758_2758_xxx,Town,0,0,0,0
2759_2759_xxx,Metropolitan,700,700,700,700
2759_2759_xxx,Rural,0,0,0,0
2759_2759_xxx,Town,0,0,0,0
276_276_xxx,Metropolitan,700,700,700,700
276_276_xxx,Rural,0,0,0,0
276_276_xxx,Town,0,0,0,0
2760_2760_xxx,Metropolitan,700,700,700,700
2760_2760_xxx,Rural,0,0,0,0
2760_2760_xxx,Town,0,0,0,0
2761_2761_xxx,Metropolitan,530.8,530.8,660.14,660.14
2761_2761_xxx,Rural,0,0,0,0
2761_2761_xxx,Town,0,0,0,0
2762_2762_xxx,Metropolitan,367.15,367.15,237.81,237.81
2762_2762_xxx,Rural,0,0,0,0
2762_2762_xxx,Town,0,0,0,0
2763_2763_xxx,Metropolitan,700,700,700,700
2763_2763_xxx,Rural,0,0,0,0
2763_2763_xxx,Town,0,0,0,0
2764_2764_xxx,Metropolitan,667.73,667.73,667.73,667.73
2764_2764_xxx,Rural,0,0,0,0
2764_2764_xxx,Town,0,0,0,0
2765_2765_xxx,Metropolitan,700,700,700,700
2765_2765_xxx,Rural,0,0,0,0
2765_2765_xxx,Town,0,0,0,0
2766_2766_xxx,Metropolitan,700,700,700,700
2766_2766_xxx,Rural,0,0,0,0
2766_2766_xxx,Town,0,0,0,0
2767_2767_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
2767_2767_xxx,Rural,0,0,0,0
2767_2767_xxx,Town,0,0,0,0
2768_2768_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
2768_2768_xxx,Rural,0,0,0,0
2768_2768_xxx,Town,0,0,0,0
2769_2769_xxx,Metropolitan,700,700,700,700
2769_2769_xxx,Rural,0,0,0,0
2769_2769_xxx,Town,0,0,0,0
277_277_xxx,Metropolitan,869.6,869.6,869.6,869.6
277_277_xxx,Rural,0,0,0,0
277_277_xxx,Town,0,0,0,0
2770_2770_xxx,Metropolitan,611.58,611.58,611.58,611.58
2770_2770_xxx,Rural,0,0,0,0
2770_2770_xxx,Town,0,0,0,0
2771_2771_xxx,Metropolitan,700,700,700,700
2771_2771_xxx,Rural,0,0,0,0
2771_2771_xxx,Town,0,0,0,0
2772_2772_xxx,Metropolitan,700,700,700,700
2772_2772_xxx,Rural,0,0,0,0
2772_2772_xxx,Town,0,0,0,0
