District,Type,2005,2010,2038,2050
4187_4187_xxx,Town,0,0,0,0
4188_4188_xxx,Metropolitan,700,700,700,700
4188_4188_xxx,Rural,0,0,0,0
4188_4188_xxx,Town,0,0,0,0
4189_4189_xxx,Metropolitan,576.41,576.41,576.41,576.41
4189_4189_xxx,Rural,0,0,0,0
4189_4189_xxx,Town,0,0,0,0
419_419_xxx,Metropolitan,700,700,700,700
419_419_xxx,Rural,0,0,0,0
419_419_xxx,Town,0,0,0,0
4190_4190_xxx,Metropolitan,700,700,700,700
4190_4190_xxx,Rural,0,0,0,0
4190_4190_xxx,Town,0,0,0,0
4191_4191_xxx,Metropolitan,700,700,700,700
4191_4191_xxx,Rural,0,0,0,0
4191_4191_xxx,Town,0,0,0,0
4192_4192_xxx,Metropolitan,700,700,700,700
4192_4192_xxx,Rural,0,0,0,0
4192_4192_xxx,Town,0,0,0,0
4193_4193_xxx,Metropolitan,11129.08,11129.08,11129.08,11129.08
4193_4193_xxx,Rural,0,0,0,0
4193_4193_xxx,Town,0,0,0,0
4194_4194_xxx,Metropolitan,700,700,700,700
4194_4194_xxx,Rural,0,0,0,0
4194_4194_xxx,Town,0,0,0,0
4195_4195_xxx,Metropolitan,700,700,700,700
4195_4195_xxx,Rural,0,0,0,0
4195_4195_xxx,Town,0,0,0,0
4196_4196_xxx,Metropolitan,6352.21,6352.21,6352.21,6352.21
4196_4196_xxx,Rural,0,0,0,0
4196_4196_xxx,Town,0,0,0,0
4197_4197_xxx,Metropolitan,700,700,700,700
4197_4197_xxx,Rural,0,0,0,0
4197_4197_xxx,Town,0,0,0,0
4198_4198_xxx,Metropolitan,700,700,281.15,281.15
4198_4198_xxx,Rural,0,0,0,0
4198_4198_xxx,Town,0,0,0,0
4199_4199_xxx,Metropolitan,20588.14,20588.14,20306.99,20306.99
4199_4199_xxx,Rural,0,0,0,0
4199_4199_xxx,Town,0,0,0,0
42_42_xxx,Metropolitan,700,700,700,700
42_42_xxx,Rural,0,0,0,0
42_42_xxx,Town,0,0,0,0
420_420_xxx,Metropolitan,700,700,700,700
420_420_xxx,Rural,0,0,0,0
420_420_xxx,Town,0,0,0,0
4200_4200_xxx,Metropolitan,700,700,700,700
4200_4200_xxx,Rural,0,0,0,0
4200_4200_xxx,Town,0,0,0,0
4201_4201_xxx,Metropolitan,669.62,669.62,669.62,669.62
4201_4201_xxx,Rural,0,0,0,0
4201_4201_xxx,Town,0,0,0,0
4202_4202_xxx,Metropolitan,2260.13,2260.13,2260.13,2260.13
4202_4202_xxx,Rural,0,0,0,0
4202_4202_xxx,Town,0,0,0,0
4203_4203_xxx,Metropolitan,700,700,700,700
4203_4203_xxx,Rural,0,0,0,0
4203_4203_xxx,Town,0,0,0,0
4204_4204_xxx,Metropolitan,769.72,769.72,900.42,900.42
4204_4204_xxx,Rural,0,0,0,0
4204_4204_xxx,Town,0,0,0,0
4205_4205_xxx,Metropolitan,1824.78,1824.78,1694.08,1694.08
4205_4205_xxx,Rural,0,0,0,0
4205_4205_xxx,Town,0,0,0,0
4206_4206_xxx,Metropolitan,700,700,700,700
4206_4206_xxx,Rural,0,0,0,0
4206_4206_xxx,Town,0,0,0,0
4207_4207_xxx,Metropolitan,646.33,646.33,646.33,646.33
4207_4207_xxx,Rural,0,0,0,0
4207_4207_xxx,Town,0,0,0,0
4208_4208_xxx,Metropolitan,700,700,700,700
4208_4208_xxx,Rural,0,0,0,0
4208_4208_xxx,Town,0,0,0,0
4209_4209_xxx,Metropolitan,700,700,700,700
4209_4209_xxx,Rural,0,0,0,0
4209_4209_xxx,Town,0,0,0,0
421_421_xxx,Metropolitan,530.8,530.8,660.14,660.14
421_421_xxx,Rural,0,0,0,0
421_421_xxx,Town,0,0,0,0
4210_4210_xxx,Metropolitan,830.8680548,830.8680548,830.8680548,830.8680548
4210_4210_xxx,Rural,0,0,0,0
4210_4210_xxx,Town,0,0,0,0
4211_4211_xxx,Metropolitan,59.26775554,59.26775554,59.26775554,59.26775554
4211_4211_xxx,Rural,0,0,0,0
4211_4211_xxx,Town,0,0,0,0
4212_4212_xxx,Metropolitan,700,700,700,700
4212_4212_xxx,Rural,0,0,0,0
4212_4212_xxx,Town,0,0,0,0
4213_4213_xxx,Metropolitan,742.25,742.25,840.17,840.17
4213_4213_xxx,Rural,0,0,0,0
4213_4213_xxx,Town,0,0,0,0
4214_4214_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
4214_4214_xxx,Rural,0,0,0,0
4214_4214_xxx,Town,0,0,0,0
4215_4215_xxx,Metropolitan,700,700,700,700
4215_4215_xxx,Rural,0,0,0,0
4215_4215_xxx,Town,0,0,0,0
4216_4216_xxx,Metropolitan,676.09,676.09,676.09,676.09
4216_4216_xxx,Rural,0,0,0,0
4216_4216_xxx,Town,0,0,0,0
4217_4217_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
4217_4217_xxx,Rural,0,0,0,0
4217_4217_xxx,Town,0,0,0,0
4218_4218_xxx,Metropolitan,700,700,700,700
4218_4218_xxx,Rural,0,0,0,0
4218_4218_xxx,Town,0,0,0,0
4219_4219_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
4219_4219_xxx,Rural,0,0,0,0
4219_4219_xxx,Town,0,0,0,0
422_422_xxx,Metropolitan,367.15,367.15,237.81,237.81
422_422_xxx,Rural,0,0,0,0
422_422_xxx,Town,0,0,0,0
4220_4220_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
4220_4220_xxx,Rural,0,0,0,0
4220_4220_xxx,Town,0,0,0,0
4221_4221_xxx,Metropolitan,700,700,700,700
4221_4221_xxx,Rural,0,0,0,0
4221_4221_xxx,Town,0,0,0,0
4222_4222_xxx,Metropolitan,395.96,395.96,536,536
4222_4222_xxx,Rural,0,0,0,0
4222_4222_xxx,Town,0,0,0,0
4223_4223_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
4223_4223_xxx,Rural,0,0,0,0
4223_4223_xxx,Town,0,0,0,0
4224_4224_xxx,Metropolitan,700,700,700,700
4224_4224_xxx,Rural,0,0,0,0
4224_4224_xxx,Town,0,0,0,0
4225_4225_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
4225_4225_xxx,Rural,0,0,0,0
4225_4225_xxx,Town,0,0,0,0
4226_4226_xxx,Metropolitan,172.9709032,172.9709032,700,700
4226_4226_xxx,Rural,0,0,0,0
4226_4226_xxx,Town,0,0,0,0
4227_4227_xxx,Metropolitan,700,700,700,700
4227_4227_xxx,Rural,0,0,0,0
4227_4227_xxx,Town,0,0,0,0
4228_4228_xxx,Metropolitan,700,700,1624.47,1624.47
4228_4228_xxx,Rural,0,0,0,0
4228_4228_xxx,Town,0,0,0,0
4229_4229_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
4229_4229_xxx,Rural,0,0,0,0
4229_4229_xxx,Town,0,0,0,0
423_423_xxx,Metropolitan,700,700,700,700
423_423_xxx,Rural,0,0,0,0
423_423_xxx,Town,0,0,0,0
4230_4230_xxx,Metropolitan,700,700,700,700
4230_4230_xxx,Rural,0,0,0,0
4230_4230_xxx,Town,0,0,0,0
4231_4231_xxx,Metropolitan,965.38,965.38,932.84,932.84
4231_4231_xxx,Rural,0,0,0,0
4231_4231_xxx,Town,0,0,0,0
4232_4232_xxx,Metropolitan,1575.7,1575.7,1608.23,1608.23
4232_4232_xxx,Rural,0,0,0,0
4232_4232_xxx,Town,0,0,0,0
4233_4233_xxx,Metropolitan,700,700,700,700
4233_4233_xxx,Rural,0,0,0,0
4233_4233_xxx,Town,0,0,0,0
4234_4234_xxx,Metropolitan,1019.2,1019.2,1019.2,1019.2
4234_4234_xxx,Rural,0,0,0,0
4234_4234_xxx,Town,0,0,0,0
4235_4235_xxx,Metropolitan,2912.23,2912.23,2912.23,2912.23
4235_4235_xxx,Rural,0,0,0,0
4235_4235_xxx,Town,0,0,0,0
4236_4236_xxx,Metropolitan,700,700,700,700
4236_4236_xxx,Rural,0,0,0,0
4236_4236_xxx,Town,0,0,0,0
4237_4237_xxx,Metropolitan,1118.12,1118.12,1118.12,1118.12
4237_4237_xxx,Rural,0,0,0,0
4237_4237_xxx,Town,0,0,0,0
4238_4238_xxx,Metropolitan,335.76,335.76,335.76,335.76
4238_4238_xxx,Rural,0,0,0,0
4238_4238_xxx,Town,0,0,0,0
4239_4239_xxx,Metropolitan,700,700,700,700
4239_4239_xxx,Rural,0,0,0,0
4239_4239_xxx,Town,0,0,0,0
424_424_xxx,Metropolitan,667.73,667.73,667.73,667.73
424_424_xxx,Rural,0,0,0,0
424_424_xxx,Town,0,0,0,0
4240_4240_xxx,Metropolitan,54.4,54.4,54.4,54.4
4240_4240_xxx,Rural,0,0,0,0
4240_4240_xxx,Town,0,0,0,0
4241_4241_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
4241_4241_xxx,Rural,0,0,0,0
4241_4241_xxx,Town,0,0,0,0
4242_4242_xxx,Metropolitan,700,700,700,700
4242_4242_xxx,Rural,0,0,0,0
4242_4242_xxx,Town,0,0,0,0
4243_4243_xxx,Metropolitan,2267.132995,2267.132995,5222.93,5222.93
4243_4243_xxx,Rural,0,0,0,0
4243_4243_xxx,Town,0,0,0,0
4244_4244_xxx,Metropolitan,3882.711806,3882.711806,926.92,926.92
4244_4244_xxx,Rural,0,0,0,0
4244_4244_xxx,Town,0,0,0,0
4245_4245_xxx,Metropolitan,700,700,700,700
4245_4245_xxx,Rural,0,0,0,0
4245_4245_xxx,Town,0,0,0,0
4246_4246_xxx,Metropolitan,637.29,637.29,649.57,649.57
4246_4246_xxx,Rural,0,0,0,0
4246_4246_xxx,Town,0,0,0,0
4247_4247_xxx,Metropolitan,45.93,45.93,33.66,33.66
4247_4247_xxx,Rural,0,0,0,0
4247_4247_xxx,Town,0,0,0,0
4248_4248_xxx,Metropolitan,700,700,700,700
4248_4248_xxx,Rural,0,0,0,0
4248_4248_xxx,Town,0,0,0,0
4249_4249_xxx,Metropolitan,496.78,496.78,1006.37,1006.37
4249_4249_xxx,Rural,0,0,0,0
4249_4249_xxx,Town,0,0,0,0
425_425_xxx,Metropolitan,700,700,700,700
425_425_xxx,Rural,0,0,0,0
425_425_xxx,Town,0,0,0,0
4250_4250_xxx,Metropolitan,3281.03,3281.03,2771.44,2771.44
4250_4250_xxx,Rural,0,0,0,0
4250_4250_xxx,Town,0,0,0,0
4251_4251_xxx,Metropolitan,700,700,700,700
4251_4251_xxx,Rural,0,0,0,0
4251_4251_xxx,Town,0,0,0,0
4252_4252_xxx,Metropolitan,1094.393903,1094.393903,1440.818532,1440.818532
4252_4252_xxx,Rural,0,0,0,0
4252_4252_xxx,Town,0,0,0,0
4253_4253_xxx,Metropolitan,941.724623,941.724623,595.2999934,595.2999934
4253_4253_xxx,Rural,0,0,0,0
4253_4253_xxx,Town,0,0,0,0
4254_4254_xxx,Metropolitan,700,700,700,700
4254_4254_xxx,Rural,0,0,0,0
4254_4254_xxx,Town,0,0,0,0
4255_4255_xxx,Metropolitan,869.6,869.6,869.6,869.6
4255_4255_xxx,Rural,0,0,0,0
4255_4255_xxx,Town,0,0,0,0
4256_4256_xxx,Metropolitan,700,700,700,700
4256_4256_xxx,Rural,0,0,0,0
4256_4256_xxx,Town,0,0,0,0
4257_4257_xxx,Metropolitan,700,700,700,700
4257_4257_xxx,Rural,0,0,0,0
4257_4257_xxx,Town,0,0,0,0
4258_4258_xxx,Metropolitan,859.56,859.56,859.56,859.56
4258_4258_xxx,Rural,0,0,0,0
4258_4258_xxx,Town,0,0,0,0
4259_4259_xxx,Metropolitan,700,700,700,700
4259_4259_xxx,Rural,0,0,0,0
4259_4259_xxx,Town,0,0,0,0
426_426_xxx,Metropolitan,700,700,700,700
426_426_xxx,Rural,0,0,0,0
426_426_xxx,Town,0,0,0,0
4260_4260_xxx,Metropolitan,700,700,700,700
4260_4260_xxx,Rural,0,0,0,0
4260_4260_xxx,Town,0,0,0,0
4261_4261_xxx,Metropolitan,921.63,921.63,1324.95,1324.95
4261_4261_xxx,Rural,0,0,0,0
4261_4261_xxx,Town,0,0,0,0
4262_4262_xxx,Metropolitan,403.32,403.32,700,700
4262_4262_xxx,Rural,0,0,0,0
4262_4262_xxx,Town,0,0,0,0
4263_4263_xxx,Metropolitan,700,700,700,700
4263_4263_xxx,Rural,0,0,0,0
4263_4263_xxx,Town,0,0,0,0
4264_4264_xxx,Metropolitan,640.79,640.79,640.79,640.79
4264_4264_xxx,Rural,0,0,0,0
4264_4264_xxx,Town,0,0,0,0
4265_4265_xxx,Metropolitan,700,700,700,700
4265_4265_xxx,Rural,0,0,0,0
4265_4265_xxx,Town,0,0,0,0
4266_4266_xxx,Metropolitan,700,700,700,700
4266_4266_xxx,Rural,0,0,0,0
4266_4266_xxx,Town,0,0,0,0
4267_4267_xxx,Metropolitan,784.62,784.62,784.62,784.62
4267_4267_xxx,Rural,0,0,0,0
4267_4267_xxx,Town,0,0,0,0
4268_4268_xxx,Metropolitan,3225.18,3225.18,3225.18,3225.18
4268_4268_xxx,Rural,0,0,0,0
4268_4268_xxx,Town,0,0,0,0
4269_4269_xxx,Metropolitan,700,700,700,700
4269_4269_xxx,Rural,0,0,0,0
4269_4269_xxx,Town,0,0,0,0
427_427_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
427_427_xxx,Rural,0,0,0,0
427_427_xxx,Town,0,0,0,0
4270_4270_xxx,Metropolitan,963.7682601,963.7682601,1138.83,1138.83
4270_4270_xxx,Rural,0,0,0,0
4270_4270_xxx,Town,0,0,0,0
4271_4271_xxx,Metropolitan,175.0569068,175.0569068,700,700
4271_4271_xxx,Rural,0,0,0,0
4271_4271_xxx,Town,0,0,0,0
4272_4272_xxx,Metropolitan,700,700,700,700
4272_4272_xxx,Rural,0,0,0,0
4272_4272_xxx,Town,0,0,0,0
4273_4273_xxx,Metropolitan,752.29,752.29,1254.43,1254.43
4273_4273_xxx,Rural,0,0,0,0
4273_4273_xxx,Town,0,0,0,0
4274_4274_xxx,Metropolitan,4971.97,4971.97,4469.84,4469.84
4274_4274_xxx,Rural,0,0,0,0
4274_4274_xxx,Town,0,0,0,0
4275_4275_xxx,Metropolitan,700,700,700,700
4275_4275_xxx,Rural,0,0,0,0
4275_4275_xxx,Town,0,0,0,0
4276_4276_xxx,Metropolitan,1934.24,1934.24,2361.12,2361.12
4276_4276_xxx,Rural,0,0,0,0
4276_4276_xxx,Town,0,0,0,0
4277_4277_xxx,Metropolitan,9725.79,9725.79,9298.91,9298.91
4277_4277_xxx,Rural,0,0,0,0
4277_4277_xxx,Town,0,0,0,0
4278_4278_xxx,Metropolitan,700,700,700,700
4278_4278_xxx,Rural,0,0,0,0
4278_4278_xxx,Town,0,0,0,0
4279_4279_xxx,Metropolitan,678.56,678.56,678.56,678.56
4279_4279_xxx,Rural,0,0,0,0
4279_4279_xxx,Town,0,0,0,0
428_428_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
428_428_xxx,Rural,0,0,0,0
428_428_xxx,Town,0,0,0,0
4280_4280_xxx,Metropolitan,700,700,700,700
4280_4280_xxx,Rural,0,0,0,0
4280_4280_xxx,Town,0,0,0,0
4281_4281_xxx,Metropolitan,700,700,700,700
4281_4281_xxx,Rural,0,0,0,0
4281_4281_xxx,Town,0,0,0,0
4282_4282_xxx,Metropolitan,530.8,530.8,660.14,660.14
4282_4282_xxx,Rural,0,0,0,0
4282_4282_xxx,Town,0,0,0,0
4283_4283_xxx,Metropolitan,367.15,367.15,237.81,237.81
4283_4283_xxx,Rural,0,0,0,0
4283_4283_xxx,Town,0,0,0,0
4284_4284_xxx,Metropolitan,700,700,700,700
4284_4284_xxx,Rural,0,0,0,0
4284_4284_xxx,Town,0,0,0,0
4285_4285_xxx,Metropolitan,667.73,667.73,667.73,667.73
4285_4285_xxx,Rural,0,0,0,0
4285_4285_xxx,Town,0,0,0,0
4286_4286_xxx,Metropolitan,700,700,700,700
4286_4286_xxx,Rural,0,0,0,0
4286_4286_xxx,Town,0,0,0,0
4287_4287_xxx,Metropolitan,700,700,700,700
4287_4287_xxx,Rural,0,0,0,0
4287_4287_xxx,Town,0,0,0,0
4288_4288_xxx,Metropolitan,895.08,895.08,1102.91,1102.91
4288_4288_xxx,Rural,0,0,0,0
4288_4288_xxx,Town,0,0,0,0
4289_4289_xxx,Metropolitan,4394.53,4394.53,4186.7,4186.7
4289_4289_xxx,Rural,0,0,0,0
4289_4289_xxx,Town,0,0,0,0
429_429_xxx,Metropolitan,700,700,700,700
429_429_xxx,Rural,0,0,0,0
429_429_xxx,Town,0,0,0,0
4290_4290_xxx,Metropolitan,700,700,700,700
4290_4290_xxx,Rural,0,0,0,0
4290_4290_xxx,Town,0,0,0,0
4291_4291_xxx,Metropolitan,611.58,611.58,611.58,611.58
4291_4291_xxx,Rural,0,0,0,0
4291_4291_xxx,Town,0,0,0,0
4292_4292_xxx,Metropolitan,700,700,700,700
4292_4292_xxx,Rural,0,0,0,0
4292_4292_xxx,Town,0,0,0,0
4293_4293_xxx,Metropolitan,700,700,700,700
4293_4293_xxx,Rural,0,0,0,0
4293_4293_xxx,Town,0,0,0,0
4294_4294_xxx,Metropolitan,700,700,1951.19,1951.19
4294_4294_xxx,Rural,0,0,0,0
4294_4294_xxx,Town,0,0,0,0
4295_4295_xxx,Metropolitan,3967.49,3967.49,2016.31,2016.31
4295_4295_xxx,Rural,0,0,0,0
4295_4295_xxx,Town,0,0,0,0
4296_4296_xxx,Metropolitan,700,700,700,700
4296_4296_xxx,Rural,0,0,0,0
4296_4296_xxx,Town,0,0,0,0
4297_4297_xxx,Metropolitan,700,700,700,700
4297_4297_xxx,Rural,0,0,0,0
4297_4297_xxx,Town,0,0,0,0
4298_4298_xxx,Metropolitan,6291.35,6291.35,6291.35,6291.35
4298_4298_xxx,Rural,0,0,0,0
4298_4298_xxx,Town,0,0,0,0
4299_4299_xxx,Metropolitan,700,700,700,700
4299_4299_xxx,Rural,0,0,0,0
4299_4299_xxx,Town,0,0,0,0
43_43_xxx,Metropolitan,869.6,869.6,869.6,869.6
43_43_xxx,Rural,0,0,0,0
43_43_xxx,Town,0,0,0,0
430_430_xxx,Metropolitan,611.58,611.58,611.58,611.58
430_430_xxx,Rural,0,0,0,0
430_430_xxx,Town,0,0,0,0
4300_4300_xxx,Metropolitan,298.27,298.27,298.27,298.27
4300_4300_xxx,Rural,0,0,0,0
4300_4300_xxx,Town,0,0,0,0
4301_4301_xxx,Metropolitan,5220.14,5220.14,5220.14,5220.14
4301_4301_xxx,Rural,0,0,0,0
4301_4301_xxx,Town,0,0,0,0
4302_4302_xxx,Metropolitan,700,700,700,700
4302_4302_xxx,Rural,0,0,0,0
4302_4302_xxx,Town,0,0,0,0
4303_4303_xxx,Metropolitan,991.45,991.45,1054.81,1054.81
4303_4303_xxx,Rural,0,0,0,0
4303_4303_xxx,Town,0,0,0,0
4304_4304_xxx,Metropolitan,285.87,285.87,222.51,222.51
4304_4304_xxx,Rural,0,0,0,0
4304_4304_xxx,Town,0,0,0,0
4305_4305_xxx,Metropolitan,700,700,700,700
4305_4305_xxx,Rural,0,0,0,0
4305_4305_xxx,Town,0,0,0,0
4306_4306_xxx,Metropolitan,576.41,576.41,576.41,576.41
4306_4306_xxx,Rural,0,0,0,0
4306_4306_xxx,Town,0,0,0,0
4307_4307_xxx,Metropolitan,700,700,700,700
4307_4307_xxx,Rural,0,0,0,0
4307_4307_xxx,Town,0,0,0,0
4308_4308_xxx,Metropolitan,700,700,700,700
4308_4308_xxx,Rural,0,0,0,0
4308_4308_xxx,Town,0,0,0,0
4309_4309_xxx,Metropolitan,700,700,700,700
4309_4309_xxx,Rural,0,0,0,0
4309_4309_xxx,Town,0,0,0,0
431_431_xxx,Metropolitan,700,700,700,700
431_431_xxx,Rural,0,0,0,0
431_431_xxx,Town,0,0,0,0
4310_4310_xxx,Metropolitan,11129.08,11129.08,11129.08,11129.08
4310_4310_xxx,Rural,0,0,0,0
4310_4310_xxx,Town,0,0,0,0
4311_4311_xxx,Metropolitan,700,700,700,700
4311_4311_xxx,Rural,0,0,0,0
4311_4311_xxx,Town,0,0,0,0
4312_4312_xxx,Metropolitan,700,700,700,700
4312_4312_xxx,Rural,0,0,0,0
4312_4312_xxx,Town,0,0,0,0
4313_4313_xxx,Metropolitan,6352.21,6352.21,6352.21,6352.21
4313_4313_xxx,Rural,0,0,0,0
4313_4313_xxx,Town,0,0,0,0
4314_4314_xxx,Metropolitan,700,700,700,700
4314_4314_xxx,Rural,0,0,0,0
4314_4314_xxx,Town,0,0,0,0
4315_4315_xxx,Metropolitan,700,700,281.15,281.15
4315_4315_xxx,Rural,0,0,0,0
4315_4315_xxx,Town,0,0,0,0
4316_4316_xxx,Metropolitan,20588.14,20588.14,20306.99,20306.99
4316_4316_xxx,Rural,0,0,0,0
4316_4316_xxx,Town,0,0,0,0
4317_4317_xxx,Metropolitan,700,700,700,700
4317_4317_xxx,Rural,0,0,0,0
4317_4317_xxx,Town,0,0,0,0
4318_4318_xxx,Metropolitan,669.62,669.62,669.62,669.62
4318_4318_xxx,Rural,0,0,0,0
4318_4318_xxx,Town,0,0,0,0
4319_4319_xxx,Metropolitan,2260.13,2260.13,2260.13,2260.13
4319_4319_xxx,Rural,0,0,0,0
4319_4319_xxx,Town,0,0,0,0
432_432_xxx,Metropolitan,700,700,700,700
432_432_xxx,Rural,0,0,0,0
432_432_xxx,Town,0,0,0,0
4320_4320_xxx,Metropolitan,700,700,700,700
4320_4320_xxx,Rural,0,0,0,0
4320_4320_xxx,Town,0,0,0,0
4321_4321_xxx,Metropolitan,769.72,769.72,900.42,900.42
4321_4321_xxx,Rural,0,0,0,0
4321_4321_xxx,Town,0,0,0,0
4322_4322_xxx,Metropolitan,1824.78,1824.78,1694.08,1694.08
4322_4322_xxx,Rural,0,0,0,0
4322_4322_xxx,Town,0,0,0,0
4323_4323_xxx,Metropolitan,700,700,700,700
4323_4323_xxx,Rural,0,0,0,0
4323_4323_xxx,Town,0,0,0,0
4324_4324_xxx,Metropolitan,646.33,646.33,646.33,646.33
4324_4324_xxx,Rural,0,0,0,0
4324_4324_xxx,Town,0,0,0,0
4325_4325_xxx,Metropolitan,700,700,700,700
4325_4325_xxx,Rural,0,0,0,0
4325_4325_xxx,Town,0,0,0,0
4326_4326_xxx,Metropolitan,700,700,700,700
4326_4326_xxx,Rural,0,0,0,0
4326_4326_xxx,Town,0,0,0,0
4327_4327_xxx,Metropolitan,830.8680548,830.8680548,830.8680548,830.8680548
4327_4327_xxx,Rural,0,0,0,0
4327_4327_xxx,Town,0,0,0,0
4328_4328_xxx,Metropolitan,59.26775554,59.26775554,59.26775554,59.26775554
4328_4328_xxx,Rural,0,0,0,0
4328_4328_xxx,Town,0,0,0,0
4329_4329_xxx,Metropolitan,700,700,700,700
4329_4329_xxx,Rural,0,0,0,0
4329_4329_xxx,Town,0,0,0,0
433_433_xxx,Metropolitan,700,700,1951.19,1951.19
433_433_xxx,Rural,0,0,0,0
433_433_xxx,Town,0,0,0,0
4330_4330_xxx,Metropolitan,742.25,742.25,840.17,840.17
4330_4330_xxx,Rural,0,0,0,0
4330_4330_xxx,Town,0,0,0,0
4331_4331_xxx,Metropolitan,5228.62,5228.62,5130.69,5130.69
4331_4331_xxx,Rural,0,0,0,0
4331_4331_xxx,Town,0,0,0,0
4332_4332_xxx,Metropolitan,700,700,700,700
4332_4332_xxx,Rural,0,0,0,0
4332_4332_xxx,Town,0,0,0,0
4333_4333_xxx,Metropolitan,676.09,676.09,676.09,676.09
4333_4333_xxx,Rural,0,0,0,0
4333_4333_xxx,Town,0,0,0,0
4334_4334_xxx,Metropolitan,1121.83,1121.83,1121.83,1121.83
4334_4334_xxx,Rural,0,0,0,0
4334_4334_xxx,Town,0,0,0,0
4335_4335_xxx,Metropolitan,700,700,700,700
4335_4335_xxx,Rural,0,0,0,0
4335_4335_xxx,Town,0,0,0,0
4336_4336_xxx,Metropolitan,828.47,828.47,1477.79,1477.79
4336_4336_xxx,Rural,0,0,0,0
4336_4336_xxx,Town,0,0,0,0
4337_4337_xxx,Metropolitan,5301.52,5301.52,4652.2,4652.2
4337_4337_xxx,Rural,0,0,0,0
4337_4337_xxx,Town,0,0,0,0
4338_4338_xxx,Metropolitan,700,700,700,700
4338_4338_xxx,Rural,0,0,0,0
4338_4338_xxx,Town,0,0,0,0
4339_4339_xxx,Metropolitan,395.96,395.96,536,536
4339_4339_xxx,Rural,0,0,0,0
4339_4339_xxx,Town,0,0,0,0
434_434_xxx,Metropolitan,3967.49,3967.49,2016.31,2016.31
434_434_xxx,Rural,0,0,0,0
434_434_xxx,Town,0,0,0,0
4340_4340_xxx,Metropolitan,12901.68,12901.68,12761.65,12761.65
4340_4340_xxx,Rural,0,0,0,0
4340_4340_xxx,Town,0,0,0,0
4341_4341_xxx,Metropolitan,700,700,700,700
4341_4341_xxx,Rural,0,0,0,0
4341_4341_xxx,Town,0,0,0,0
4342_4342_xxx,Metropolitan,859.4640704,859.4640704,1032.43,1032.43
4342_4342_xxx,Rural,0,0,0,0
4342_4342_xxx,Town,0,0,0,0
4343_4343_xxx,Metropolitan,172.9709032,172.9709032,700,700
4343_4343_xxx,Rural,0,0,0,0
4343_4343_xxx,Town,0,0,0,0
4344_4344_xxx,Metropolitan,700,700,700,700
4344_4344_xxx,Rural,0,0,0,0
4344_4344_xxx,Town,0,0,0,0
4345_4345_xxx,Metropolitan,700,700,1624.47,1624.47
4345_4345_xxx,Rural,0,0,0,0
4345_4345_xxx,Town,0,0,0,0
4346_4346_xxx,Metropolitan,8021.8,8021.8,6397.34,6397.34
4346_4346_xxx,Rural,0,0,0,0
4346_4346_xxx,Town,0,0,0,0
4347_4347_xxx,Metropolitan,700,700,700,700
4347_4347_xxx,Rural,0,0,0,0
4347_4347_xxx,Town,0,0,0,0
4348_4348_xxx,Metropolitan,965.38,965.38,932.84,932.84
4348_4348_xxx,Rural,0,0,0,0
4348_4348_xxx,Town,0,0,0,0
4349_4349_xxx,Metropolitan,1575.7,1575.7,1608.23,1608.23
4349_4349_xxx,Rural,0,0,0,0
4349_4349_xxx,Town,0,0,0,0
435_435_xxx,Metropolitan,700,700,700,700
435_435_xxx,Rural,0,0,0,0
435_435_xxx,Town,0,0,0,0
4350_4350_xxx,Metropolitan,700,700,700,700
4350_4350_xxx,Rural,0,0,0,0
4350_4350_xxx,Town,0,0,0,0
4351_4351_xxx,Metropolitan,1019.2,1019.2,1019.2,1019.2
4351_4351_xxx,Rural,0,0,0,0
4351_4351_xxx,Town,0,0,0,0
4352_4352_xxx,Metropolitan,2912.23,2912.23,2912.23,2912.23
4352_4352_xxx,Rural,0,0,0,0
4352_4352_xxx,Town,0,0,0,0
4353_4353_xxx,Metropolitan,700,700,700,700
4353_4353_xxx,Rural,0,0,0,0
4353_4353_xxx,Town,0,0,0,0
4354_4354_xxx,Metropolitan,1118.12,1118.12,1118.12,1118.12
4354_4354_xxx,Rural,0,0,0,0
4354_4354_xxx,Town,0,0,0,0
4355_4355_xxx,Metropolitan,335.76,335.76,335.76,335.76
4355_4355_xxx,Rural,0,0,0,0
4355_4355_xxx,Town,0,0,0,0
4356_4356_xxx,Metropolitan,700,700,700,700
4356_4356_xxx,Rural,0,0,0,0
4356_4356_xxx,Town,0,0,0,0
4357_4357_xxx,Metropolitan,54.4,54.4,54.4,54.4
4357_4357_xxx,Rural,0,0,0,0
4357_4357_xxx,Town,0,0,0,0
4358_4358_xxx,Metropolitan,6187.94,6187.94,6187.94,6187.94
4358_4358_xxx,Rural,0,0,0,0
4358_4358_xxx,Town,0,0,0,0
4359_4359_xxx,Metropolitan,700,700,700,700
4359_4359_xxx,Rural,0,0,0,0
